Field	Time	C7:X	C7:Y	C7:Z	CLAV:X	CLAV:Y	CLAV:Z	LANK:X	LANK:Y	LANK:Z	LBHD:X	LBHD:Y	LBHD:Z	LBWT:X	LBWT:Y	LBWT:Z	LELB:X	LELB:Y	LELB:Z	LFHD:X	LFHD:Y	LFHD:Z	LFIN:X	LFIN:Y	LFIN:Z	LFRM:X	LFRM:Y	LFRM:Z	LFWT:X	LFWT:Y	LFWT:Z	LHEE:X	LHEE:Y	LHEE:Z	LKNE:X	LKNE:Y	LKNE:Z	LMT5:X	LMT5:Y	LMT5:Z	LSHN:X	LSHN:Y	LSHN:Z	LSHO:X	LSHO:Y	LSHO:Z	LTHI:X	LTHI:Y	LTHI:Z	LTOE:X	LTOE:Y	LTOE:Z	LUPA:X	LUPA:Y	LUPA:Z	LWRA:X	LWRA:Y	LWRA:Z	LWRB:X	LWRB:Y	LWRB:Z	RANK:X	RANK:Y	RANK:Z	RBAC:X	RBAC:Y	RBAC:Z	RBHD:X	RBHD:Y	RBHD:Z	RBWT:X	RBWT:Y	RBWT:Z	RELB:X	RELB:Y	RELB:Z	RFHD:X	RFHD:Y	RFHD:Z	RFIN:X	RFIN:Y	RFIN:Z	RFRM:X	RFRM:Y	RFRM:Z	RFWT:X	RFWT:Y	RFWT:Z	RHEE:X	RHEE:Y	RHEE:Z	RKNE:X	RKNE:Y	RKNE:Z	RMT5:X	RMT5:Y	RMT5:Z	RSHN:X	RSHN:Y	RSHN:Z	RSHO:X	RSHO:Y	RSHO:Z	RTHI:X	RTHI:Y	RTHI:Z	RTOE:X	RTOE:Y	RTOE:Z	RUPA:X	RUPA:Y	RUPA:Z	RWRA:X	RWRA:Y	RWRA:Z	RWRB:X	RWRB:Y	RWRB:Z	STRN:X	STRN:Y	STRN:Z	T10:X	T10:Y	T10:Z
883	7.3500	57.451	152.82	1475.4	26.948	320.59	1419.3	-59.203	148.08	190.9	-46.012	260.67	1624.9	-34.264	123.35	986.77	-359.13	193.79	1382.9	-10.047	384.17	1637	-708.68	472.59	1403.8	-445.08	221.66	1355.6	-88.985	303.64	996.09	-7.5227	61.985	160.71	-123.97	304.16	507.01	-79.658	188.58	59.512	-117.63	246.5	373.82	-79.092	206.26	1471.3	-144.37	302.92	769.43	-46.27	272.57	27.824	-255.15	191.06	1421.1	-520.2	428.07	1379.1	-597.34	322.4	1395.2	141.13	200.74	153.29	142.78	119.69	1354.6	83.884	201.05	1630.3	125.98	146.23	987.95	439.51	283.44	1365	123.97	381.5	1639.1	745.63	594.97	1376.3	565.75	381.24	1353.7	156.07	341.56	989.29	77.237	126.08	126.55	180.7	328.73	501.96	154.89	275.82	33.44	171.84	275.76	324.15	164.42	257.11	1485.2	204.25	353.31	671.74	105.47	364.9	33.698	273.96	270.87	1461.4	557.56	531.74	1389.7	661.02	457.86	1364.7	19.837	367.17	1249.9	58.327	101.66	1266.4
884	7.3583	58.224	153.75	1474.2	27.309	321.16	1418.1	-59.667	148.75	192.5	-45.342	261.34	1623.7	-33.492	124.18	985.63	-358.67	194.2	1381.1	-9.5322	384.9	1635.9	-708.12	472.08	1402.1	-444.36	221.25	1353	-88.057	304.41	995.58	-7.8319	62.088	161.79	-124.49	307.25	506.65	-80.174	191.16	61.418	-118.3	248.46	374.18	-78.473	207.08	1470.3	-144.74	304.31	768.61	-46.837	274.79	28.494	-254.54	191.21	1419.5	-520.15	427.82	1375.2	-597.03	321.93	1391.6	140.82	198.06	150.97	143.6	120.67	1353.4	84.45	201.52	1629.2	126.6	146.74	986.66	439.67	284.06	1363.3	125.05	381.8	1637.6	746.19	595.02	1374.6	566.16	381.24	1351.8	157.31	342.03	987.8	77.082	123.92	124.02	180.85	326	499.95	155.09	275.25	33.543	172.04	272.98	322.03	164.93	258.3	1484.2	204.76	351.51	669.42	105.52	364.39	34.058	274.63	271.95	1460.5	558.18	531.95	1387.5	661.23	458.01	1361.9	20.559	367.74	1248.4	59.151	102.12	1265.4
885	7.3667	58.894	154.32	1473.2	27.721	321.73	1416.8	-60.233	149.58	193.17	-44.467	261.96	1622.4	-32.719	124.74	984.19	-357.95	194.41	1379.1	-8.9139	385.41	1635	-707.6	471.51	1400.1	-443.74	220.84	1350.8	-87.233	305.13	994.55	-8.5017	62.707	160.97	-124.69	310.24	505.98	-80.844	195.59	63.892	-118.35	249.59	373.77	-78.01	207.75	1469.1	-144.94	305.55	767.78	-46.837	279.22	31.791	-253.97	191.52	1417.9	-520.05	427.46	1371.1	-596.72	321.42	1388	140.61	195.54	148.81	144.37	121.5	1352.5	84.966	202.29	1627.7	127.37	147.36	985.01	440.08	284.21	1362	125.77	382.42	1636	746.81	594.81	1373.5	566.27	381.44	1349.6	158.23	342.49	986.25	76.928	121.75	121.14	180.96	323.58	497.79	155.25	274.84	33.543	172.35	269.84	319.66	165.35	259.48	1483.4	205.23	349.96	667.2	105.88	363.98	34.625	274.99	273.19	1459.6	558.85	531.95	1385.4	661.69	457.96	1359	21.383	368.1	1246.9	59.718	102.54	1264.2
886	7.3750	59.306	154.83	1472.2	28.133	322.29	1415.2	-60.8	150.71	193.17	-43.694	262.52	1620.7	-31.843	125.41	982.75	-357.18	194.35	1376.8	-8.1926	385.67	1633.7	-707.03	470.69	1398.4	-443.12	220.48	1348.5	-86.614	305.7	993.1	-10.099	63.943	158.6	-125	312.61	505.52	-81.616	200.28	66.21	-118.46	250.88	373.2	-77.649	208.37	1467.9	-145.1	306.89	767.22	-46.888	284.47	35.965	-253.4	191.98	1416.2	-519.79	426.68	1367.3	-596.46	320.85	1384.7	140.25	192.91	146.69	144.94	122.12	1351.8	85.738	203.01	1626.1	128.2	147.67	983.78	440.65	284.16	1360.9	126.08	383.14	1634.6	747.53	594.14	1372.7	566.27	381.91	1347.3	159.01	342.85	984.34	76.258	119.59	117.27	181.32	320.69	495.83	155.61	274.48	33.337	172.56	266.75	317.86	165.65	260.56	1482.5	205.9	348.36	665.25	106.14	363.72	34.883	275.25	274.27	1458.4	559.52	531.9	1383.3	661.85	457.91	1356.3	22.001	368.56	1245.4	60.336	102.95	1263.1
887	7.3833	59.46	155.3	1471.2	28.7	322.7	1413.7	-61.161	152.31	192.4	-43.127	263.09	1619.4	-31.121	126.6	981.41	-356.56	194.3	1374.8	-7.3682	386.18	1632.4	-706.67	469.35	1396.8	-442.6	220.12	1346	-85.842	306.27	991.76	-11.49	65.025	155.09	-125.21	314.15	504.95	-82.338	204.4	68.168	-118.61	253.14	372.38	-77.34	209.19	1466.7	-145.35	308.07	766.18	-47.146	289.37	39.469	-252.94	192.45	1414.4	-519.69	426.01	1363.6	-596.36	320.18	1381.5	140.87	188.94	145.04	145.51	122.89	1350.6	86.408	203.53	1624.9	128.71	147.93	982.85	441.06	284.47	1359.7	126.44	383.87	1633.7	748.46	593.16	1372.5	566.47	382.27	1345.1	159.94	343.11	982.18	76.206	116.91	113.77	181.73	317.4	494.03	156.02	274.12	32.873	172.66	263.91	316.06	166.02	261.39	1481.6	206.46	346.56	663.29	106.35	363.36	34.78	275.56	275.15	1457.2	560.08	531.9	1380.8	662.1	457.8	1353.6	22.568	369.23	1244.1	61.212	103.62	1261.9
888	7.3917	59.976	155.92	1469.9	29.37	323.17	1412.4	-61.212	154.06	190.85	-42.612	263.97	1618.2	-30.709	127.68	979.96	-355.84	193.94	1372.6	-6.8014	386.91	1631.4	-706.47	467.8	1394.9	-442.14	219.81	1343.3	-84.76	307.09	990.37	-12.366	66.107	151.12	-125.31	315.34	503.97	-82.905	208.21	69.714	-118.61	255.21	371.09	-76.979	210.02	1465.3	-145.46	309.05	764.95	-47.558	293.9	43.024	-252.53	192.6	1412.7	-519.79	425.55	1359.3	-596.15	319.41	1378.1	141.8	185.29	143.29	146.28	123.76	1349.4	86.769	203.99	1623.6	129.07	148.34	981.51	441.47	284.83	1358.2	126.96	384.48	1632.4	749.49	591.62	1373.2	566.83	382.32	1342.9	160.97	343.68	980.53	77.134	114.13	110.99	182.14	314.1	491.97	156.28	273.65	32.255	172.77	261.44	313.84	166.43	261.96	1480.8	206.82	344.55	661.02	106.5	363.05	34.574	275.97	275.92	1456	560.6	532.16	1378	662.77	457.7	1350.6	23.444	369.95	1242.7	62.191	104.29	1260.5
889	7.4000	60.8	156.53	1468.3	30.039	323.79	1410.6	-61.264	156.23	188.94	-42.096	264.74	1616.8	-30.555	128.66	978.57	-354.91	193.48	1370.2	-6.3892	387.52	1629.9	-706.47	466.41	1392.7	-441.52	219.19	1340.8	-83.884	308.17	989.03	-13.036	67.705	147.52	-125.21	316.26	502.63	-83.729	211.72	70.435	-118.46	256.55	369.49	-76.515	210.74	1464	-145.51	309.93	764.02	-48.382	298.9	46.991	-252.17	193.07	1410.7	-520	424.83	1354.9	-595.69	318.63	1374.5	140.87	184.2	140.41	147.16	124.33	1348.3	87.181	204.5	1621.9	129.43	148.86	979.66	441.78	284.78	1356.7	127.47	384.95	1630.7	750.26	589.45	1374.1	567.35	382.22	1340.8	161.84	344.35	978.99	77.649	111.76	108.15	182.61	310.8	490.06	156.53	273.19	31.894	173.02	258.81	311.57	166.89	262.57	1479.8	207.08	342.23	658.55	106.71	362.89	34.625	276.33	276.54	1455	561.01	532.57	1375	663.29	457.55	1347.4	24.269	370.57	1241.3	62.861	104.8	1259.1
890	7.4083	61.47	157.15	1466.9	30.555	324.2	1408.8	-61.161	158.6	186.99	-41.736	265.15	1615.4	-30.555	129.69	977.34	-354.34	193.38	1368	-5.9254	388.09	1628.1	-706.47	465.07	1390.2	-440.9	218.62	1338.5	-83.42	309.26	987.8	-13.139	69.663	144.37	-124.9	316.68	501.14	-84.76	214.91	70.178	-118.46	257.73	367.63	-76.206	211.31	1462.4	-145.35	310.65	762.84	-49.361	304	50.65	-251.86	193.58	1408.5	-520.36	424.16	1350.4	-595.38	317.86	1370.7	139.74	182.81	137.32	147.47	124.79	1347	87.439	205.02	1620.4	129.48	149.11	978.16	441.93	284.73	1355.4	127.68	385.46	1629.1	750.62	587.08	1373.9	568.02	381.75	1338.8	162.77	344.86	977.08	77.649	109.7	105.22	183.17	307.45	488.1	157.05	272.83	31.482	172.87	255.62	309.36	167.15	263.24	1478.8	207.39	339.97	656.23	106.92	362.64	34.831	276.69	276.95	1454.1	561.22	532.88	1371.6	663.55	457.34	1344.5	24.938	371.09	1239.8	63.273	105.47	1257.5
891	7.4167	61.882	157.67	1465.6	30.967	324.51	1407.1	-61.367	159.94	185.03	-41.427	265.3	1613.8	-30.452	130.51	976.36	-354.08	193.38	1365.6	-5.5648	388.45	1626.4	-706.57	463.58	1387.6	-440.39	218.16	1335.6	-82.75	310.18	986.51	-13.397	71.157	141.33	-124.59	316.99	499.69	-85.79	218.06	69.508	-118.41	258.66	365.68	-75.897	211.72	1460.5	-144.99	311.57	761.03	-50.237	308.38	52.917	-251.44	193.74	1406.3	-520.97	423.75	1346	-595.33	316.88	1367	139.22	180.34	134.58	147.57	125.62	1345.6	87.542	205.43	1618.9	129.59	149.53	976.98	442.09	284.63	1354.1	127.83	386.03	1627.7	750.73	584.97	1372.5	568.48	381.34	1336.6	163.85	345.07	974.97	77.443	107.69	101.4	183.43	304.16	485.73	157.77	272.36	31.224	172.56	252.17	307.14	167.35	264.02	1477.8	208.01	337.8	654.07	107.07	362.38	35.037	276.95	277.47	1453.1	561.27	532.83	1367.7	663.65	457.08	1341.3	25.763	371.86	1238.2	63.583	106.04	1255.9
892	7.4250	61.985	158.44	1464	31.431	325.07	1405.5	-62.243	160.4	182.61	-41.117	265.67	1611.9	-30.503	131.44	975.48	-353.93	193.22	1363	-5.101	388.66	1624.7	-706.47	462.13	1384.9	-439.82	217.54	1332.7	-81.874	311.21	985.07	-14.066	72.393	138.35	-124.23	317.4	497.99	-86.975	220.68	68.838	-118.41	259.38	363.56	-75.485	212.29	1458.6	-144.48	312.45	759.23	-51.268	311.73	54.205	-250.88	193.84	1404.1	-521.54	423.23	1341.9	-595.22	315.54	1363.5	138.71	178.33	132.06	147.93	126.7	1344	87.851	205.9	1617.2	129.69	150.04	975.48	442.35	284.37	1352.6	128.3	386.24	1626.4	750.78	583.48	1370.4	568.48	381.08	1334.5	164.88	344.96	972.85	76.825	105.73	97.383	183.48	300.81	483.41	158.23	272	31.018	172.61	248.97	304.98	167.51	264.74	1476.6	208.78	335.74	651.69	107.33	362.22	35.089	277.26	278.03	1451.7	561.06	532.52	1363.7	663.6	456.88	1338	26.69	372.74	1236.8	63.892	106.61	1254.4
893	7.4333	62.037	159.32	1462.2	31.894	325.8	1403.7	-63.067	161.69	179.62	-41.066	266.18	1610	-30.555	132.68	974.4	-353.57	192.86	1360.3	-4.6888	388.97	1623	-706.11	460.9	1382	-439.15	216.87	1329.8	-81.153	312.55	983.36	-14.17	73.733	134.89	-123.82	317.45	496.04	-88.418	222.8	67.962	-118.3	259.89	361.4	-75.073	213.16	1456.7	-144.07	312.91	757.27	-52.865	314.46	55.184	-250.52	193.94	1402	-521.8	421.89	1338.1	-595.22	314.41	1359.9	138.14	176.37	129.9	148.19	127.73	1342.2	88.263	206.36	1615.2	129.79	150.4	974.04	442.66	284.01	1351.3	128.66	386.44	1624.7	750.78	582.55	1367.5	568.38	380.52	1332.4	165.65	344.86	970.74	75.794	103.88	94.292	183.59	297.61	481.25	158.49	271.64	30.452	172.56	245.98	302.92	167.56	265.3	1475.5	209.25	333.73	649.17	107.43	362.17	35.192	277.52	278.34	1450.4	560.75	532.36	1359.5	663.6	456.57	1334.7	27.257	373.51	1235.3	63.943	107.48	1253.1
894	7.4417	62.088	159.88	1460.4	32.1	326.52	1401.6	-63.892	163.59	176.68	-41.066	266.54	1608.3	-30.709	133.66	973.01	-352.95	192.6	1357.6	-4.5858	389.38	1621.5	-706	459.76	1378.9	-438.48	216.15	1326.6	-80.483	313.84	981.51	-13.5	75.073	131.18	-123.4	317.29	493.92	-89.654	224.7	67.086	-117.94	260.1	359.24	-74.918	213.93	1454.8	-143.81	313.33	755.26	-54.978	316.88	55.854	-250.16	194.15	1399.4	-522.11	419.83	1333.7	-595.38	313.02	1356.1	137.37	173.69	127.68	148.24	128.5	1340.6	88.521	206.82	1613.1	130	150.71	972.75	442.6	283.44	1350.1	128.87	386.96	1623	750.52	581.98	1364.1	568.33	379.85	1330	166.22	345.01	968.73	74.815	102.18	91.509	183.79	294.78	479.08	158.7	271.33	29.988	172.15	243.15	300.75	167.46	265.97	1474.5	209.55	331.77	646.75	107.43	362.17	35.243	277.36	278.65	1449	560.55	532.05	1355.4	663.44	455.95	1331.2	27.721	374.08	1233.2	63.892	108.41	1251.5
895	7.4500	62.037	160.35	1458.6	32.255	327.24	1399.7	-63.892	164.83	173.9	-40.86	266.75	1606.5	-30.967	134.43	971.36	-352.38	192.5	1354.8	-4.3797	390	1620	-706.11	458.73	1375.9	-437.92	215.38	1323.1	-79.813	315.13	979.55	-12.984	76	127.68	-122.94	317.19	491.66	-90.633	226.35	66.313	-117.53	259.95	357.07	-74.918	214.45	1452.8	-143.76	313.79	753.25	-56.678	318.99	56.06	-249.69	194.56	1396.8	-523.04	417.61	1329.2	-595.64	311.06	1352	137.62	170.76	125.77	148.03	129.17	1339.3	88.624	207.18	1611.2	130.05	150.92	971.1	442.4	282.77	1348.4	129.07	387.21	1621.5	750.26	581.36	1360.7	568.28	378.97	1327.2	166.79	345.22	966.72	73.372	101.76	87.696	184	292.2	477.02	158.85	271.02	29.936	171.58	240.52	298.33	167.41	266.95	1473.2	209.86	329.87	644.48	107.59	362.17	35.295	277.1	279.11	1447.6	560.49	531.59	1351.8	663.24	455.28	1327.4	28.494	374.28	1230.6	63.84	108.92	1249.6
896	7.4583	61.831	160.91	1456.9	32.513	328.01	1398	-63.634	165.24	171.37	-40.551	267.21	1604.4	-30.864	135.25	969.66	-351.87	192.24	1352	-4.122	390.46	1618.4	-705.95	457.55	1372.9	-437.45	214.6	1319.7	-79.246	316.42	977.39	-12.624	76.722	124.13	-122.42	316.47	489.39	-91.922	227.49	65.644	-117.38	259.33	355.11	-74.764	214.86	1450.4	-143.65	314.25	751.14	-58.378	320.59	56.008	-249.33	194.77	1394.3	-524.22	416.12	1325.1	-596.1	308.74	1347.9	137.73	169.26	123.66	147.72	129.69	1337.7	88.572	207.44	1609.3	129.79	150.97	969.35	442.4	282.36	1346.6	129.48	387.27	1619.9	749.9	580.44	1358	568.12	378.35	1324.6	167.46	345.27	964.56	72.033	101.45	83.574	184	289.78	475.22	159.01	270.82	29.936	171.17	238.36	296.01	167.25	267.57	1471.7	210.02	328.06	642.16	107.74	362.12	35.501	277.21	279.68	1446.5	560.34	531.02	1347.9	663.08	454.61	1323.5	29.267	374.75	1228.5	63.84	109.13	1248
897	7.4667	61.573	161.43	1455.1	32.667	328.68	1396.1	-64.046	165.24	168.9	-40.448	267.88	1602.5	-30.812	135.98	967.7	-351.35	191.93	1348.9	-4.019	390.77	1616.8	-705.33	456.1	1370.5	-436.99	214.09	1316.2	-78.886	317.5	975.38	-12.16	77.185	120.26	-121.96	315.44	487.12	-93.313	228.16	64.922	-117.27	258.4	353.21	-74.609	215.33	1448	-143.24	314.41	749.03	-61.109	321.73	55.854	-249.28	194.92	1391.9	-525.51	415.14	1320.8	-596.72	306.58	1343.7	135.82	168.75	120.98	147.83	129.9	1336.1	88.469	207.85	1607.2	129.54	150.87	967.75	442.66	281.9	1345.4	129.9	387.47	1618.4	749.39	578.99	1355.7	567.91	378.09	1322.1	168.08	345.22	962.34	72.239	97.589	81.926	183.69	287.67	473.42	158.9	270.77	29.936	170.91	236.76	293.85	166.94	267.98	1470.1	210.22	326.77	640	107.79	362.07	35.604	277.31	280.09	1445	560.13	530.25	1343.7	662.57	453.84	1319.4	29.988	375.57	1226.9	63.995	109.39	1246.1
898	7.4750	61.418	162.1	1453.3	32.925	329.25	1393.7	-63.583	165.29	166.48	-40.448	268.76	1601.1	-31.121	136.8	965.9	-351.04	191.62	1345.9	-3.9159	391.03	1615.6	-705.13	454.46	1367.9	-436.63	213.37	1312.7	-78.576	318.43	973.63	-11.851	77.494	116.24	-121.34	314.46	485.16	-94.24	228.88	63.789	-116.86	257.32	351.15	-74.351	215.63	1445.4	-142.83	314.56	746.76	-63.376	322.76	55.441	-249.33	195.02	1389.2	-527.11	414.01	1316.2	-597.34	304.62	1339.6	134.07	167.61	118.71	147.93	130.1	1334.5	88.572	208.21	1605.1	129.48	150.92	966.05	443.22	281.17	1344.1	130.1	387.63	1617.1	748.87	576.93	1353.9	567.55	377.12	1318.7	168.75	344.91	960.28	69.92	99.753	77.855	183.48	285.86	471.36	158.9	270.61	29.73	170.45	235.27	291.63	166.84	268.5	1468.6	210.48	325.54	637.89	107.89	362.02	35.656	277.21	280.2	1443.4	559.93	529.42	1339.3	661.85	452.86	1315	30.658	376.39	1225.1	64.046	110.06	1244.2
899	7.4833	61.367	162.92	1451.5	33.234	330.02	1391.4	-62.191	165.71	164.06	-40.499	269.48	1599.7	-31.482	137.57	964.46	-350.73	191.21	1342.9	-3.9159	391.44	1614.4	-705.9	452.6	1364.2	-436.22	212.49	1309.3	-78.319	319.3	971.87	-11.284	77.649	112.38	-120.47	313.02	483.15	-95.013	230.01	62.604	-116.14	256.08	348.98	-74.248	216.2	1442.8	-142.37	314.92	744.44	-64.819	323.89	54.72	-249.23	194.97	1386.2	-528.91	412.72	1311.4	-598.06	302.71	1335.1	133.09	165.24	117.84	147.78	130.67	1332.6	88.624	208.63	1603.2	129.33	150.92	964.3	443.17	280.04	1342.1	130.15	387.88	1615.8	748.15	574.41	1351.8	567.24	375.78	1315	169.57	344.45	958.17	69.456	99.341	74.403	183.48	284.32	469.35	159.06	270.35	29.267	169.93	233.77	289.73	166.69	268.91	1467.2	210.79	324.1	635.77	107.95	361.92	35.707	277.16	280.2	1442.2	559.72	528.55	1334.7	661.33	451.78	1310.4	31.224	377.22	1222.9	63.737	110.99	1242.5
900	7.4917	61.058	163.59	1449.6	33.182	330.79	1389.7	-61.573	166.07	161.58	-40.654	269.84	1597.9	-31.74	138.35	963.27	-350.58	191.11	1339.5	-3.8644	392.06	1612.7	-706.62	450.59	1360.5	-435.85	211.67	1306	-77.752	320.64	969.61	-10.202	77.958	108.31	-119.69	311.11	480.84	-95.786	230.94	61.47	-115.16	254.59	346.41	-74.609	217.08	1440.5	-141.9	315.28	742.64	-66.004	324.87	54.205	-249.13	195.13	1383.4	-530.76	411.02	1306.1	-599.04	300.29	1330.3	132.16	162.72	117.12	147.67	131.24	1330.8	88.366	208.99	1601.3	128.87	150.66	962.6	442.24	278.86	1339.8	130.15	388.45	1614.4	746.91	571.78	1349.4	566.68	374.49	1311.5	170.29	344.29	955.85	69.044	96.507	72.496	183.12	282.88	467.23	159.27	269.84	28.7	169.42	232.12	287.92	166.38	269.32	1465.7	211	322.65	633.51	107.95	361.76	35.81	277.36	280.35	1440.8	559.26	527.57	1329.7	660.82	450.64	1305.6	31.637	378.04	1220.7	63.119	111.86	1240.5
901	7.5000	60.285	164.21	1448	33.131	331.57	1387.9	-61.573	166.22	158.65	-40.808	270.41	1595.8	-32.203	139.17	962.14	-350.63	191.11	1336.7	-3.8129	392.52	1611.4	-706.98	447.86	1357.2	-435.55	210.89	1302.9	-77.031	321.98	967.55	-9.0685	78.525	103.93	-118.87	309	478.52	-96.456	231.45	59.924	-114.28	252.68	343.62	-74.918	217.95	1438.6	-141.49	315.65	740.99	-67.086	325.69	53.741	-249.13	195.59	1380.8	-532.46	408.75	1300.8	-599.86	297.61	1325.6	132.01	162.05	114.7	147.36	131.44	1329.4	87.8	209.45	1599.6	128.5	150.66	961	441.21	277.57	1337.7	130.31	388.76	1613	745.06	569.15	1347	565.9	373.04	1308	170.86	344.29	953.94	67.808	94.189	70.538	182.45	281.28	465.02	159.52	269.38	28.7	168.95	230.58	286.07	165.96	269.68	1464.1	211.1	321.26	631.24	108	361.61	36.068	277.41	280.35	1439.2	558.33	526.23	1324.4	659.58	449.25	1300	31.843	378.87	1218.8	62.397	112.58	1238.5
902	7.5083	59.46	165.09	1446.6	33.337	332.6	1385.9	-61.058	166.27	155.45	-41.014	271.23	1594.3	-32.822	139.74	960.95	-350.63	191.01	1334	-3.9159	393.14	1610.4	-707.6	444.61	1353.3	-434.93	209.97	1299.6	-76.722	322.81	965.79	-7.8319	78.937	99.599	-117.99	306.53	476.25	-96.971	231.81	57.966	-113.82	250.67	341.05	-75.227	219.09	1436.7	-141.08	315.75	739.03	-68.22	326.41	52.659	-249.28	196	1378.2	-533.96	406.28	1295.9	-600.53	294.93	1321	131.96	162.05	111.91	146.59	131.75	1327.8	87.387	209.97	1598.1	128.04	150.76	959.35	440.65	276.13	1335.7	130.41	389.02	1611.5	742.95	566.57	1344.5	565.34	371.6	1304.6	171.48	344.19	952.4	66.829	93.313	67.756	181.94	279.84	463.06	159.57	269.22	28.957	168.49	229.39	284.16	165.6	269.74	1462.7	211.1	320.03	629.23	108.05	361.45	36.377	277.1	280.09	1437.5	557.51	524.74	1318.6	658.03	447.6	1294.1	32.203	379.79	1216.9	61.676	113.3	1237
903	7.5167	58.842	165.96	1445	33.492	333.83	1384.3	-60.439	166.63	152.62	-41.272	272	1592.5	-33.44	140.25	959.51	-350.63	191.01	1330.8	-4.0705	394.07	1608.7	-708.79	441.32	1348.5	-434.31	208.83	1295.8	-76.515	323.84	963.68	-6.9559	79.143	95.322	-117.12	303.74	474.09	-97.229	232.33	56.266	-113.3	248.77	338.27	-75.485	220.27	1434.6	-140.61	315.49	736.87	-68.838	327.14	51.268	-249.44	196	1375.3	-536.23	404.06	1291	-601.35	292	1316	131.03	161.38	109.39	145.61	132.47	1326.1	87.13	210.58	1596.5	127.22	150.56	957.91	440.39	274.68	1334.2	130.36	389.64	1610.1	741.19	563.79	1340.5	564.67	369.9	1301.2	172.1	343.98	950.34	66.107	92.591	64.974	181.68	278.65	461.41	159.63	268.96	29.163	167.66	228.41	282.21	165.24	269.89	1461.3	211.1	318.99	627.22	108.05	361.35	36.48	276.8	279.58	1436.1	556.84	522.78	1312.8	657.31	445.44	1288.4	32.667	380.57	1215.2	61.006	113.82	1235.8
904	7.5250	58.378	166.69	1443	33.492	334.71	1382.5	-59.357	166.02	149.01	-41.581	272.62	1590.6	-33.852	140.82	957.96	-350.63	190.95	1327.8	-4.3281	394.94	1606.9	-710.43	437.92	1343.1	-433.74	207.85	1292	-76	324.92	961.67	-6.6983	79.349	90.994	-116.19	301.01	471.82	-97.28	232.74	54.308	-112.48	247.12	335.17	-75.691	221.04	1432.2	-140.25	315.08	734.75	-69.147	327.81	49.671	-249.49	196.05	1372.3	-539.01	401.85	1285.3	-602.39	288.8	1310.8	129.74	160.61	107.59	144.84	133.25	1324.6	86.717	211.05	1594.8	126.6	150.4	956.67	439.82	273.03	1332.6	130.21	390.25	1608.8	738.88	561.68	1336.5	563.74	367.74	1297.7	172.4	343.73	948.22	64.922	92.334	62.604	181.52	277.72	459.81	159.68	268.6	29.318	166.79	227.54	280.51	164.83	270.25	1459.9	210.95	318.12	625.11	108.1	361.35	36.532	276.38	279.11	1434.7	555.86	520.2	1307.6	656.64	442.86	1282.7	33.028	381.19	1213.9	60.336	114.39	1234.3
905	7.5333	57.709	167.35	1441.6	33.492	335.23	1380.8	-57.399	164.01	144.63	-41.787	273.39	1588.9	-34.368	141.44	956.57	-350.58	190.9	1324.8	-4.5858	395.56	1605.7	-712.44	434.31	1337.4	-433.38	207.13	1288.3	-75.588	325.8	959.97	-6.4407	79.452	86.614	-115.31	298.59	469.09	-96.971	233.2	51.68	-111.71	245.47	332.34	-76.052	221.97	1430.1	-139.89	314.56	732.74	-69.096	328.53	47.816	-249.59	196.42	1369.7	-541.38	398.6	1279.1	-603.57	285.35	1305.1	128.97	159.83	106.86	144.27	133.5	1323.5	86.46	211.46	1593.2	126.34	150.66	955.18	439	271.23	1330.9	129.95	391.03	1607.5	736.15	559.93	1332.5	563.02	365.32	1294	172.61	343.57	946.32	63.583	92.334	60.8	181.16	277.26	458.01	159.47	268.45	29.524	165.96	226.87	278.7	164.47	270.51	1458.7	210.74	317.55	623.36	108.15	361.25	36.583	275.82	278.96	1433.3	554.93	517.47	1302.2	655.51	440.29	1276.3	33.646	381.8	1212.2	59.77	115.16	1232.7
906	7.5417	56.833	168.08	1440.6	33.389	335.89	1379.1	-56.214	162.82	140.82	-41.839	274.17	1587.2	-35.089	142.06	955.28	-350.53	191.11	1321.4	-4.7919	396.13	1604.6	-714.66	430.39	1331.7	-432.97	206.51	1284.7	-75.485	326.41	958.12	-6.5437	79.452	82.235	-114.18	296.01	466.2	-96.301	233.51	49.207	-110.83	243.36	329.45	-76.515	223.05	1428.6	-139.48	313.74	730.43	-68.735	329.45	46.167	-249.85	196.78	1367.1	-543.65	394.99	1273	-604.86	281.59	1299.2	128.2	159.57	105.83	143.4	133.5	1322.4	86.305	211.92	1591.4	126.19	151.02	953.38	438.07	269.07	1329.2	129.74	391.7	1606.3	734.03	557.87	1327	562.25	362.74	1290	172.87	343.62	944.46	62.964	92.025	59.048	180.8	277.36	456.36	159.37	268.34	29.524	165.19	226.56	276.9	164.06	270.82	1457.4	210.48	317.5	621.86	108.26	360.99	36.789	275.46	278.6	1432.2	554.41	514.69	1296.4	654.43	437.71	1269.7	33.955	382.68	1210.1	59.048	115.93	1231.2
